file_name,transcription
COD_01753.wav,Qof kasta oo soo gelaaya waxaa caado ahayd inuu kabaha siibto cid amar kaas jebisana ma jirin.
COD_01648.wav,Barxadda ka soo horreyso qeybta gargaarka degdegga ah waxaa ku barooranaya gabdho loo sheegay in hooyadood dhimatay. 
COD_00435.wav,Dad badan waxay aaminsan yihiin in si uu qofku maal-qabeen hodon u noqdo aysan ku filnayn inuu dadaalo oo kaliya
COD_01421.wav,Abbaayo na keen aniga ayaa taleefan kuu iibinayee.
COD_01537.wav,"Iyaga ayaa cuntada karsado, oo dharkooda dhaqdo, gurigana nadiifiyo."
COD_00270.wav,"Allaa mahad leh, waxaa dayactir dhismo lugu billaabay isgoyska Bakaaraha oo shacabku ay ku qabeen dhib aad u weyn. "
COD_00639.wav,"Dagaalkaasi marba marka ka dambaysa waa sii xoogaysanaayaa, laakiin anigu waxaan dareemayaa inuu xiriir la leeyahay cilmaaniyadda iyo Ilxaadka. "
COD_05467.wav,Ma dhabbaa in dayaxa la tagay?
COD_04600.wav,"Labo, waxaa laga yabaa in bulshada aad ku dhex nooshahay ay habkaas u wada nooshahay. "
COD_01522.wav,Qoyskeyga ayaad ka mid tihiin ee halkan cuntada u soo doonta ayaana ku iri. 
COD_04870.wav,Xaalmarin gabar kale iyo duco baa la isugu daray Muuse. 
COD_02560.wav,"Sujuud ayay la dhacday. Mar kale ayay tiri: iiga warrama ninkeyga? Waxaa lagu yiri: Wuxuu ku jiraa gacanta aabbahaa, waxaana loo sheegay in uu isfuran karo qofkii dhaqaalo heysto."
COD_00244.wav,"iyadoo uga naxday ugana cabsatay yaxaaska oo la sheego inuu aad ugu halis badan yahay galab gaabkii, "
COD_00068.wav,"Markaan wiil yar ahaa, lama ciyaari jirin carruurta. Waxaan aad u jeclaa inaa dadka waaweyn la sheekesto si aan xikmad uga helo, ayuu yiri Abwaan Mursal "
COD_05245.wav,Waa dabiici in aad welwelsho waqtigan aanu joogno
COD_01198.wav,wuxuuna halgan adag u galay in uu meel iska soo saaro oo uu noloshiisa maareeyo. 
COD_05488.wav,"Bezos, markii uu yaraa wuxuu aamin sanaa aragtida la xiriirta awoodda hal-abuurka."
COD_03082.wav,markaasay is yiidhaahdeen annaaba nin garaad gaaban wax u dhiibannay.
COD_01879.wav,"wuxuuna amar ku bixiyay in la laayo askartii ugu firfircooneyd ciidanka dalka, "
COD_00026.wav,"Dhaqanku waxa uu saamayn ku leeyahay horumarka iyo ilbaxnimadda bulsho,"
COD_04092.wav,Ugu dambayntii ayuu doortay bawdo oo uu yidhi tanaa la tagayaa? 
COD_03813.wav,dagaallo aan dhammaad lahayn oo ka dhex dhaca dadka dhexdooda. 
COD_06051.wav,"kadib markii ay halkaas isaga baxayn xubnihii ugu badnaa ee ka tirsanaa Alshabaab, "
COD_06486.wav,Hoos ka Akhriso qoraalka kasoo baxay Guddoomiyaha gobalka Mudug.
COD_06997.wav,"Dalka Soomaaliya ayaa kaalinta ugu dambeysa ka galay musuqmaasuqa ,"
COD_01904.wav,Eeddo waxay wiilkeeda fartay in uu i xiro markii aan imaado. 
COD_03411.wav,"Wuxuu Wiil-Waal dadkii ku yiri: Maanta waxaan doonayaa in aan idiin sheego hadal murti iyo maharto leh oo maguuraan ah,maandhooyinow si wacan ii dhegeysta."
COD_06245.wav,Manchester City markale ma garaaci kartaa Chelsea ciyaarta caawa?
COD_00995.wav,"Dukaanku dukaankaadi waaye ee na soo booqo, oo ka adeego, asxaabtaadana noo keen. "
COD_02637.wav,Markey Qanciye Quraacda hoos dhigtay ayay ku taabatay hadalkii Maamada.
COD_04561.wav,Sababta ayaa ah in inta badan shakhsiyaadka leh qorshayaasha ganacsi ee waaweyn iyo fikradaha ay sugayaan waqtiga saxda ah ee ay bilaabaan.
COD_04873.wav,Mar walba waxaa jiraya waxyaalo kaa qarsoon ama wejiyo kale oo aadan ogayn oo uu qofkaasu yeelan karo. 
COD_02204.wav,Qof ila joogay ayaa igu yiri: gabadha maxaad uga nixisay? 
COD_00231.wav,"Haku bahdilin ciyaalkaaga hortooda, ha yasin, hadal xun ha dhihin."
COD_05700.wav,Cabdi Warsame Baanji oo  Cabdi-Gahayr  lagu garan og yahay
COD_00961.wav,"Shaah iyo shaafto midda uu siiyayba, sidaas ayuu ku dhaqay siyaasigii uu boobka canshuurta qaranka ku eedeynayay."
COD_05669.wav,wixii wakhtigaas ka dambeeyay xagga suugaanta aad buu ugu hodmay. 
COD_06728.wav,"Waddamada Soomaaliya ku wehliya kulanka maanta ayaa kala ah Kenya, Djibouti iyo Ethiopia."
COD_04915.wav,qof kasta wax walba ka fila oo.
COD_05218.wav,Ninka guul soo hoyn doona wuxuu ka faii`deystaa qaladaadkiisi hore wuxuuna isku dayaa in uu waddo tii hore ka duwan qaado.
COD_00258.wav,Ku tala gal markaad xil qaaddo inay intii hore ka sahlantahay in ceebahaaga la arko. 
COD_07019.wav,Dhibcaha dalkastaa helo ayaa ka tarjumaya aragtida khubarada iyo ganacsatada.
COD_05828.wav,"Wuxuu ii sheegay askarigaasi inuu dhaawac ka soo gaadhay lugta isagoo ku jira hawl shaqo magaalada Hargeysa, "
COD_02812.wav,"ayaduna waxba kama diidin oo wey ka ogolaatey codsigii, waaney is guursadeen."
COD_05526.wav,"marka ay timaado in go'aanka ugu dambeya la qaato xilliyada la fadhiyo shirka guddiga fulinta ee shirkadda,"
COD_03579.wav,"ugu dambeyntii inta aysan gawaaridoodii fuulin ayey ninkeygii ku dhufteen xabado aad u badan, "
COD_06121.wav,1- dhoofiinta iyo soo dajinta dambiilayaasha.
COD_00095.wav,"Waxaan ka dhashay qoys abwaanno ah, waxaana ku soo koray miyiga,"
COD_05196.wav,in aad dadka ku kalsoonaato waa shay loo baahan yahay
COD_02265.wav,"Xushmad iyo tixgelin badan ayaan u heynay, waxayna aheyd qof afgaaban oo aan shaqada kaliya ka wadahadalno. "
COD_06317.wav,inay ku dareen taageeradooda ku aaddan in Afrikaanku ay kuraas joogto ah ka helaan golaha ammaanka.
COD_02625.wav,Qosol iyo Wayrax ay keentay Farxad aan looga baran ayaa ka baxaya.
COD_02921.wav,"Gabadhii way ka quusatay maadaama ay ogaan karin qofkaasi qofkuu yahay ,ama goortuu dhiman doono. "
COD_02872.wav,"Su’aashii intuuna waydiin ninkii tuuga ahaa ayuu waxa uu codsaday in faraska meesha laga fogeeyo, "
COD_01561.wav,waxaana ugu bedelay in aan galab kasta free ugu caseeyo kabihiisa. 
COD_04982.wav,"Waana ku faa'iidaayoo, waatan aan haddaba kaga badbaaday, kuna helay jeex jaad ah."
COD_01579.wav,"balse arigu markiiba wuxuu dhalaa hal, labo iyo ugu badnaan saddex."
COD_03884.wav,Waxaan u jeednaa inaan ka fikirno qarnigii 20-naad inta badan mid ka mid ah horumarka maaddada. 
COD_02857.wav,tuugyahaw Faraska aad seedigay ka iibisay waa faraskaygii oo aniga ayaad iga soo xadday. Tuug ayaad tahay.
COD_04995.wav,Arrintan waxay nagu noqotay fajiciso kale oo ciidamadii nagu soo duulay naga mashquulisay.
COD_04538.wav,laakiin ma rabaan inay naftoodu hagaajiyaan; sidaas darteed way xiran yihiin.
COD_01751.wav,"Waxaa isugu imaan jirey odayaasha deegaanka markii ay xaajo jirto,"
COD_05342.wav,"Aqoon la,aani waa iftiin la,aan."
COD_02632.wav,"Maamo Ashkiro inta si xun u fiirisay ayay tiri: Jaceeyl ku teh, Naa ma haddaad ii keentay hadalkii Ciyaal Siiyaha?"
COD_03600.wav,"markii uu dhintayna kuwa gurmadka soo sameeyey ayey ka mid ahaayeen, "
COD_07010.wav,"Xisaabiyaha guud waxa uu isna soo saaray lacag malaayiin dollar oo aan la xisaab celin,"
COD_02789.wav,Wuxuu sidoo kale aaminsanaa in isbarbardhigga ay waalidiintu ku sameeyaan carruurtooda ay abuurtay dareen kala sarreyn ama kala hooseyn ah.
COD_02532.wav,"Soomaaliya waxay maanta beylah u tahay tallaabooyinka horumarineed ee Itoobiya ka fulineyso wabiyada, "
COD_00449.wav,"Laakiin cabbaar markii laydiin qoortaagay, lana hubsaday in ‘geesihiinnu dhega dameer yihiin’, "
COD_05529.wav,mid ka mid ah xarumaha shirkadda Amazon
COD_01521.wav,Sheekadooda ayaa i taabatay. In aan duruuftooda fahmo oo wixii aan awoodana ayaan isku dayay.
COD_00502.wav,"Kalsooni xad dhaaf ah hakula degdegin qofna, waxaa laga yaabaa waxaadan filayn inay berrito yimaadaan. "
COD_04417.wav,1899kii Sayid Maxamed Cabdule Xasan wuxuu dagaal kala horyimid Gumaysigii Ingriiska. 
COD_03722.wav,"Axmed Alimam, oo ah nin ka sheekeeya taariikhda deegaanka ayaa BBC-da u sheegay in Hegra ay ahayd meel xuddun u ah isu socodka qaar ka mid ah dadkii isaga kala gooshi jiray gobolka."
COD_07349.wav,"Maxaad ku falaysaa Guddoomiye Degmo oo hadaf muuqda Alshabaab u ah, "
COD_00774.wav,"Maxaa dadka ka galay, oo ay uga baahan yihiin in ay ogaadaan daqiiqadaha aan hebel ama heblaayo wada hadalnay?"
COD_00936.wav,Duhurka ka dib ayuu gaarigii na dhigay iridka baranjigii Cabdullaahi Xiin ee Xararyaalle. 
COD_01524.wav,Waxay ii geeyeen koox cabsan oo wata caagado ay koollo ka dhuuqayaan. 
COD_06880.wav,Dadka u baahan fiisaha Midowga Yurub waxay marka hore nidaamka ku samayn doonaan akoon sugan.
COD_06872.wav,horumarinta nidaamka codsiga dhijitaalka ah ee ku saabsan Macluumaadka Socdaalka 
COD_00954.wav,Intaas kaaga hari maayo ee inta xaafadda kugu qabto oo ciyaalla xaafadda kugu soo jeediyo ayuu ku leeyahay:
COD_02777.wav,Daayeerkii markii ay u sheegeen dhibaatada ku dhacday aad ayuu uga xumaaday. 
COD_00241.wav,"Wuxuuna go'aansaday inuu hooyadii meeshaas uga tago, si libaaxu ugu casheeyo,  isaguna uu webiga dhinaca kale uga tallaabo."
COD_01075.wav,"isaga oo leh Caawa halkan ayay ka shidan tahay, oo aan koobka adduunka ku daawanaynaa xayaati."
COD_00464.wav,"oo Ilaahaan kugu dhaarshee qaladkaas madaxda kaa dambaysa yaysan kaa dhaxlin, sidii horey laysaga dhaxli jirey"
COD_05117.wav,Nin Soomaali ah oo saaxiibkiis oo madaxweyne ku-xigeen noqday awgeed waxbarasho ugu noqday
COD_04055.wav,subaxdi danbo ayado miska quracada lajoogo aya inanti waxeey istir walasha kaween usheeg ama ugu faan 
COD_05644.wav,"magaalada Xamar ayaa laga helay xabaal lagu aasay haweeney muslimad ah oo magaceeda la yiraahdo Faadumo Cismaan,"
COD_02770.wav,Beri baa waxaa wada deganaa Lax iyo Ri’. Waxaanay wada lahaayeen guri qurux badan. 
COD_07026.wav,Wuxuu tartan maxalli ah ku matalay kooxda Dowladda Hoose ee Nairobi NCC kaas oo uu kaalinta kowaad ka galay 
COD_02417.wav,balse waa inaan kordhinaa ciidanka oo isku dhafno.
COD_00269.wav, raalligelinta dadku waa yool aan la gaari karin. Waa mid ka mid ah casharradii waqtigu i baray.
COD_03061.wav,"Fiqishinni yaa yidhi boqorow, waxaan karaamo iyo burhaan lahaa waxaan iskugu geeyay qardhaastii hore, "
COD_06632.wav,Cabdullaahi Suldaan Timacade uuna ku yiri:  DUGSI MA LEH QABYAALADI .
COD_05561.wav,"Toddobaadkan waxaa marki ku ahayd Abigail Forsyth,"
COD_00363.wav,"dadka dhaqanka suubban ku dheggan yasaya, culimadii wax soo bartey iyo dadkii soo barbaariyeyna ixtiraam darro u miisaaya. "
COD_01799.wav,"Noloshu ma aha cad iyo madow xarash iyo madax,"
COD_00265.wav,Weli qof wax ku weydiistey ma wada siisay inti yareyd ee aad maalintaas haysatay 
COD_00706.wav,"waxaanse xusuustay in Singabuur maanta loo yaqaanno magaalada ganaaxa oo ganaax la dul dhigayo qof kaste oo dhaqanxumo ku kaca, "
COD_06885.wav,"Marka fiisaha la ogolaado, codsadayaashu waxay awood u yeelan doonaan inay fiisahooda ka galaan internetka."
COD_06011.wav,ee ku saabsan gunnooyinka loo sameeyay.
COD_04427.wav,"Isla sanadkaas kowda July, 1960kii Soomaalida Koonfurtu waxay ka heleen madaxbanaani Talyaaniga, "
COD_02755.wav,"Juxa ayaa u jawaabay oo yidhi in ay cidi iga iibsato uma keenin Saylada, ee markii horeba waxa aan u keenay in leyla arko dhibka uu igu hayo aniga"
COD_02505.wav,Tiyaatarka qaranka oo uu ka shaqeyn jiray ayaa lagu celiyay. 
COD_06878.wav,"Si kastaba ha ahaatee, wax isbeddel ah kuma iman doono dukumeentiyada iyo shuruudaha qiimaynta ee looga baahan yahay codsiga."
COD_04230.wav,Degaanka u marayo daawashadiisu wuu ku farxayaa. Aad buu ugu farxayaa. 
COD_02925.wav,"waxaa ka qabtay taleefanka walaalkeed, waxay ku tiri ii dhiib hooyo aan u sheegee in u sheegee in indhahaygii ii soo noqdeen,"
COD_00501.wav,"Sirtaada, arrimahaaga gaarka ah, kuwa qoyskaaga, kuwa asxaabtaada haka sheekaynin iyadoo aysan jirin wax kugu qasbaaya "
COD_01981.wav,Marna nin gaari-dameer cidaha biyaha ugu dhaamiyo ayaan la shaqeyn jiray
COD_05612.wav,"Galbeedka Virginia waxay ahayd meel ay xaaladdeeda adag tahay markii aan soo korayay. Walina waa sidaas, ayuu yiri."
COD_02120.wav,"Way na canaanteen, kadibna korontada ayay naga jareen."
COD_04201.wav,Ninkii beerta lahaa ayaa ogaaday in beerta lagurto Maalinwalba. 
COD_02028.wav,Qofkii ugu horreeyay ee niyadda ii dhisay wuxuu ahaa Xasan Abshir. 
COD_02101.wav,Baar Fatxi oo Salaama ku yaalla ayaan Hamburger macaan badan ka sii cunay. 
COD_00869.wav,"oo la qabto Istanbul Somali Awards, Minneapolis Somali Awards, Stockholm Somali Awards iyo London Somali Awards. "
COD_02635.wav,"ku tasho hadduu Jaabkiisa ka arko inuu kula guursanayo, Naa Shilin yuusan Shilin kale u qaban, "
COD_05014.wav,"Wuu soo kacay, maydhay, labbisna kiisii ugu qurx badnaa soo xidhay."
COD_05260.wav,Waxaa dhici karta in aadan dooneyn qoyskaaga wax ku saabsan in aad kala hadasho dad kale
COD_05377.wav,"hashiiskaas oo uu toddobaadkii ku qaadanayo  200,000 gini- Mail. "
COD_07067.wav,Khaliifa oo hooyadiis ay ka soo jeeddo mid ka mid ah bulshooyinka Kenya ayaan ku soo dhex barbaarin dad Soomaali ah. 
COD_00955.wav,wlhi kan caadi ma aha yaah. Lajanow waxaas kaligaa miyaa qortaa? Faysbuug jib waaye.
COD_05963.wav,"waxaana ay sheegtay in sicirka kacay dhankooda ay lacagta ku dareen Shaaxa, "
COD_02906.wav,"Gabadhan hooyadeed ayaa u labistay oo uu xidhay toobki cambuurki arooska waxaa la gaadhay xilligi/wakhtigii goobta la tagi lahaa, "
COD_00723.wav,"Maalin Isniin ah oo ay saacaddu aheed toddobada aroornimo ayaan diyaarad uga safarnay magaalada Tokyo ee dalka Jabbaan,"
COD_05143.wav,Waa kuma ninka ugu taajirsan adduunka ee hadda booska ka qaatay Elon Musk?
COD_01938.wav,2017kii aniga oo ay mootadu iiga halleysan tahay agagaarka Digeer ayaa waxaa i arkay Axmed. 
COD_02910.wav,Aroosadii waxay iska gashay qolkeedii iyadoo ku calaacalaysoo ku ooyayso in aysan waxa arki karin
COD_06178.wav,waxaa sidaas qoraal uu twitter soo dhigay ku yiri Redwan Hussein oo ah la-taliyaha amniga qaranka ee ra'iisul wasaare Abiy Ahmed.
COD_06395.wav,Kooxda Al-Shabaab ayaan weli si rasmi ah uga hadal dhacdadan.
COD_00204.wav,waxaana heshiiskan maalgelinaya mid ka mid ah maalgeliyayaasha Al-Nasr. Wuxuuna qandaraaska soconayaa muddo 3 sano ah.
COD_02365.wav,Xubnaha baarlamaanka ee labada gole  waxaan marka koowaad idin kugu hambalyaynayaa  kalsoonidii ay idin soo siiyeen 
COD_07286.wav,"Been ayaan kuu sheegayaa, waad ogtahay inaan been sheegayo, "
COD_00149.wav,iyagoo sameeyay fursado badan ee goolal loo filan karo.
COD_05492.wav,"ka dib markii uu shil gaari uu galay,"
COD_04629.wav,"Si kasta oo ay u adag tahay una xanuun badan tahay, waxaan wada qiran karnaa inaan ku guuldaraysanay nolosheena qeybo kamid ah."
COD_06753.wav,Ah dal somalia udhisay ciidan Awood lah nasiibdaro ciidankii
COD_03677.wav,"abwaan iyo nabaddoon bulshada ka wacyi gelin jirey aafada qabyaaladda, kalatagga iyo aayo-xumada colaadaha, "
COD_06162.wav,Ayuu yiri Jamaal oo ahaa Wariye ka howlgala telefishinka Channel 4.
COD_01526.wav,In aan noloshooda wax ka beddelo ayaan go’aansaday. 
COD_05810.wav,cisbitaalka guud ee Hargeysa wuxuu igu leeyahay taariikhda ugu weyn noloshayda.
COD_00098.wav,Durbadiiba waxa ay bilawday in ay gabayadeeda soo dhigto Faysbuug-ga ugu dambayntiina waxa ay ku dhiiratay in gabayadeeda ka akhriso bandhig faneed dadbadani daawanayay.
COD_05960.wav,"laakiin xilligaan mararka qaar waxaa ay sheegtaa in lawaayo qiimaha Sokorta,"
COD_02805.wav,"Carruurta madiga ah ayaa intooda badan la sheegaa in ay horumar shakhsiyeed isgaarsiiyaan, "
COD_06481.wav,"Guddoomiyihii hore ee degmada Buursaalax ee gobalka Mudug,"
COD_04874.wav,"Waxaa laga yaabaa in uu si kuula socdo, si kalana uu kaaga socdo."
COD_01517.wav,Ha halmaamaan dadkii garabkooda taagnaa waagii ay ka jajabneyd.
COD_05940.wav,"Goobjoog News ayaa waxay u kuurgashay sicir barar muddooyinkii ugu dambeeyay  laga dareemayay Shaaxa,"
COD_01047.wav,"taban sano ayaa laga joogaa maalinkii ugu horreysay ee aan arday hor istaago, si aan cashir ugu dhigo."
COD_04735.wav,kuwaas oo raba siddii ay ku maamuli lahaayeen adduunka oo dhan iyo aqoonta taalla.
COD_02968.wav,"Inkastoo laga yaabo inaadan ka warqabin, waxay u badan tahay inaad leedahay qaar ka mid ah waxyaabaha lagu xuso sheekooyinka ku saabsan kala horreynta dhalashada."
COD_02642.wav,wuxuna u sheegay inuu Berito oo Jimco ah Qadmo Quraan ah iyada iyo Gabadheeda Lacagtan ku saari doono; 
COD_01988.wav,Dadka ugu dadnimada iyo dunta wanaagsan ee aan aqaanno waa dad duruuf iyo nolol adag ku soo koray. 
COD_03254.wav,"shabaabaan imaan Karin, dowlado shisheeye ayaan imaan Karin  saas darteed waa inaan shacabka u dhawaanaa."
COD_01770.wav,Meel ikhyaarku ikhyaar yahay ardaalkuna ardaal yahay 
COD_04141.wav,Qaarkood haddii aysan Wiil Waal wajigiisa ku ixtiraamayn gacantooda ayaaba gaadhi lahayd 
COD_04911.wav,kolkaas bay iyada oo aan xirin inta illowday u dhiibtay moobeelkeedii. 
COD_03732.wav,"Maanta, Hegra waa goob taariikhi ah oo ay maamusho hay'adda Unesco, waxaana loo tagi karaa dalxiis."
COD_00973.wav,"Mid jawaan qoraal ah copy ku wato oo meel uu dhigo raadinaya ayaa qoraalkaadii arkaya, asuu paste ku dhahaa."
COD_00493.wav,"Maxaa farqiya oo idiin dhexeeya markii aad kusoo biirtey baraha bulshada Faysbuug, twitter, iwm, iyo hadda?"
COD_02934.wav,"waxay ku tidhi, waxaa cunay Waraabe, markii aan isku dayey in aan ka celiyo, wuu diiday waanu ila dagaalamey."
COD_03981.wav,Noqo Mid Deeqsi ah
COD_02499.wav,"balse aanan ka fikirin waxa ka dambeyn doona, ayna gadaal ka riixeysay Itoobiya ayaa abwaanka u cuntami weysay, "
COD_05510.wav,"Markii ay sida xowliga ah ku bilowdeen bogagga internet-ka, "
COD_00721.wav,"Reer Jabbaan waxay cunaan wax kaste, waxayna caabudaan wax walba,"
COD_01085.wav,Waxaan rajaynayaa in raad muuqda iyo dhaxal lagu soo xusuusto degmada uga tago maalinka uu xilka wareejinayo.
COD_04773.wav,Sidda kal hore ka dhacday 1978-dii waxaa dhacay dil la yaab leh  kaasoo lagu fuliyay  mid ka mid ah mucaaradka dowlada Bulgaria.
COD_06391.wav,"Waxaan u maleynayaa in xaaladda Bariga Dhexe ay si degdeg ah isu beddeshay marka ay timaado siyaasadda juquraafiga,"
COD_04034.wav,ka dib isbarasho ka dib ayaa waxaa la kala qortey lambaradii 
COD_05426.wav,waxayna u qaadaneysaa qaab u dhigma lacagta ugu horreysa ee guryaha.
COD_06291.wav,Hoos ka dhageyso Wareysi lala yeeshay Guddoomiyaha degmada Maxaas Muumin Maxamed Xalane oo 
COD_01906.wav,6 saac ka badan ayaan geedkii ka xirnaa. 
COD_04459.wav,"sabab la xiriirto, dagaalada aan dhamaadka laheen iyo dowlad la'aanta 21ka sano gaaray. "
COD_05569.wav,Wuxuu igu yiri waxa aad ka hadleysid waa koob uun.
COD_06392.wav,"ayuu yidhi June Park, oo saaxiib la ah Madasha Istaraatiijiyadda Caalamiga ah ee Schmidt Futures. "
COD_01030.wav,"Faysbuug jib waaye ee ha ku dhex amban ee sharaftaada iyo mustaqbalkaada ilaasho, sharafey."
COD_06655.wav,hadii laga soo qaadana waxay keeni kartaa khataro culus  ayuu yiri sarkaal sare oo katirsan laamaha Amniga ee gobalka Gedo.
COD_01249.wav,"Xisbigii Leegada ee hormuudka u ahaa halgankii gobannimadoonka wuxuu dareenka shacabka ku kicin jiray in wax kasta gumeystuhu uga fadhiyo, "
COD_06761.wav,Geele ha u arkin nin somali jecel uladhaqan sida labo dal oo daris ah
COD_04771.wav,"Siddoo kale, dilalka qorsheysan ayaa wuxuu u dhacaa sidda aad moodo in uu yahay shil."
COD_03369.wav,waxaana si dhaw loola socon doonaa khudbadda madaxweyne Cabbaas.
COD_01741.wav,"Waxay sheegaan dadka ugu badan ee waddammadooda ka ganacsada inay Itoobiyaan yihiin, "
COD_06660.wav,ee ahaa in Argagixiso saameyn ku leedahay xaalka Laascaanood.
COD_04846.wav,"In adeerradi uu ka dhaadhiciyo in uu dal shishiiye u safrayo, oo aan la ogayn waxa uu kala kulmi doono."
COD_04524.wav,Qoraagu waxa uu ku dooday in dadka ku nool cabsida joogtada ah ee cudurrada ay yihiin kuwa dhab ahaantii ku dhaca. 
COD_01004.wav,Ninkii mid asxaabtaada ah inta arko ayuu leeyahay saaxiibow ninkaas deyn ayaan ka qaatay.
COD_05720.wav,"Geela ay sidaas u jeclaayeen wuxuu ahaa mid dhaqiddiisa, "
COD_02045.wav,Haweeneydii ayaa gabadhii waydiisay sababta ay suulida ugu soo daahdo. 
COD_06960.wav,Heerka dilka ee dalkaasi ayaa ku dhawaad laba laabmay tan iyo 2015  
COD_03300.wav,inaan mooralkoodu kor u kicino si ay uga hortagaan  cadowga usoo xeedxeetay inay Soomaaliya u diidaan  nabad iyo nolol  u diidaan.
COD_00802.wav,Dad aan ka xusuusto abwaan Abshir Bacadle Alle ha u naxariistee iyo abwaan Guure ayaa shacabka kula hadlaya Isbartiimada. 
COD_01936.wav,2010kii ayuu ka qalinjebiyay iskuulka Khadiija bintu Khuweylid ee degmada Dharkenley. 
COD_03970.wav,"Kadib markaa geerarkii dhemeeyey, Gabadhii ayaa igu qososhey "
COD_02516.wav,isaga oo halgankaas suugaaneed kacaanka kula jira ayayna dowladdii dhacday.
COD_00779.wav,"Haddii lagu tusi lahaa waxa ku jira qalbiyada dadka, waxaad arki lahayd saaxiibbo badan oo adiga kuu qosla,"
COD_01221.wav,Ma jirto shaqo shaxaad iyo baagamuudannimo ka liidata. Bal gabdhaha Faysbuug shaqo ha ku siiyaan
COD_01019.wav,"Qofka sidaas ku dhahayo inta ku soo raadiyay, kuma waynin ee warbadi ayay ka tahay oo afkiisa ayaa hadalkaas qabatimay."
COD_00758.wav,"Dowladdii Farmaajo waxay ku guuleysatay in ay taageerada dad badan ku hanatay qab iyo guulo dhalanteed ah,"
COD_01101.wav,lafdhabarna u ah shaqadeeda iyo in ay soo gaarto halka ay maanta joogto. 
COD_00612.wav,"qaarkoodna shaqada laga eryay iyagoo bahdilan, kana shallaysan sannadihii dhallinyaranimadooda iyo dadaalkoodii"
COD_00679.wav,"waxayna kuu tusaaleyneysaa masiirka diktaytar kaste oo u awood sheegta shacabkiisa, iskuna taago Allihii abuuray."
COD_03043.wav,laakiinse dhanka ilaahay ayay ka suuroobi wayday oo boqorkii waa kari waayay inuu wiilkii wax yeelo. 
COD_02793.wav,"lagu tiirsanaado, feejigan, laakiin laga yaabo inuu isdareensiiyo madaxnimo ama inuu wax xukumo."
COD_03015.wav,Ninkii ayaa yidhi anigu geel ayaan hodan ka ahay. 
COD_01167.wav,"Hugunka dagaalka waan maqlayay, balse ma fahmin halka ay tahay. Markii aan xisada ka soo baxay ayaaan Siinaay imid."
COD_06068.wav,"Garaadka guud ee Gobollada SSC Garaad Jaamac Garaad Cali oo warbaahinta la hadlay,"
COD_01104.wav,"Isaga iyo walaalihiis waxay ku soo koreen agoonnimo iyo nolol adag, laakiin waxay ahaayeen wiilal karti u dhashay. "
COD_00044.wav,"07 October 2003: Annalena Tonelli oo ahayd haweenay u dhalatay dalka Talyaaniga, ka tirsanayd haayadda UNHCR, muddo 33 sanno ayaa Somaliland lagu dilay."
COD_05573.wav,"Abigail iyo walaalkeed Jamie waxay la imaadeen fikradda ganacsiga ee KeepCup ,"
COD_01311.wav,"adinka oo ka sheekeysanaya aalad culus oo Faysbuug la dhaho, ee aad ii samayseen ciwaankaan aan ilaa maanta isticmaalo."
COD_02781.wav,Dabadeedna wuxuu waydiistay in ay la joogaan si ay iskaga weheshadaan wixii soo weerara. Sidaas ayeyna saddexdoodii ku saaxiibeen.
COD_06377.wav,Saraakiisha Ukraine ayaa sheegay maanta oo Isniin ah 
COD_00815.wav,"Warbixin ay Wakaaladda Wararka ee Reuters maalinkaas daabacday waxay ku sheegtay in ay Itoobiyaanku Muqdisho ku dileen 16,000 oo shacab ah. "
COD_06027.wav,"ayaa qoraal kasoo saaray igu sawir uu sheegay inay baraha bulshada qarqisay, "
COD_03682.wav,si buuxdana loola shaqeeyo ciidammadeenna geesiyaasha ah ee har iyo habeen u taagan sugidda amniga dalka. 
COD_01254.wav,Bal muxuu macneeyoo i taray ministarkaan doortay?
COD_03532.wav,"iyo wax la mid ah si aan wax xalaal ah u arko, oo dhuunteyda u maraan wax uun xalaalnimadooda aan ogahay."
COD_01232.wav,"Goortu waa 20 sano ka hor, goobtuna waa tuulada Dac ee degmada Ceelbuur."
COD_05860.wav,Maxkamad Amartay In Lasii Daayo Wiil Soomaali Ah Oo Hore Loogu Xukumay boqol afartan iyo laba Sanno Oo Xabsi Ah
COD_06174.wav,Dowladda Itoobiya ayaa diginin kama dambeys ah u dirtay Ireland
COD_03870.wav,"Si loo caddeeyo, maahan in dadku aysan dan ka lahayn. "
COD_03741.wav,Kuuriyada Waqooyi: Xukuumadda ayaa Kuu Sheegaysa Qaabka aad Tinta U jaraneyso.
COD_02522.wav,"mar kastena garabtaagan ciddii uu dan Soomaaliyeed ka dhex arko ayuu ahaa, "
COD_01546.wav,Waxaad arkeysaa dad la gorgortamaya oo ka dalbanaya in iyaga oo labo qof uu saddex kun kabaha ugu caseeyo.
COD_03375.wav,"Balse Cabbaas oo ku sugnaa Isniintii magaalada Brussels ayaa ku eedeeyay Israa’iil in ay ka dambeyso rabshadaha,"
COD_03676.wav,"Alle ha u naxariistee Marxuum Beddel Jaamac Xirsi waxaa uu ahaa haldoor, "
COD_03257.wav,"hadana waa tii sanad ka hor la xiray  oo hawshii baarlamaanka  sharafta lahaa loo weeciyay  madal,  "
COD_06265.wav,Sidoo kale warar la helay ayaa sheegaya in Mas'uuliyiinta shirka dib u heshiisiinta Koofur ka qeyb galaya 
COD_07075.wav,Khaliifa ayaa ku tartami doona feerka miisaanka fudud ee 51-ka kiilo.
